idfasenotadisciplinaturma,idturma_x,idfasenota,iddisciplina_x,conteudoprogramatico,idperiodo,idserie,numerofase,nomefase,cabecboletim,imprimirboletimnotaparcial,imprimirboletimnpnaoconfirmada,imprimirboletimnota,imprimirboletimfaltas,stfaseinformada,stcalculardisciplinacomposta,idformulacomposicaonota,idformulanota,mediaminimaaprovacao,valorarredondamentomedia,idformulaaprovacao,idformulafalta,idfasenotaaprovacao,idfasenotareprovacao,datainicioexibicao,numeroordemexibicao,numerosemanasletivas,stcalcularsituacaogeral,idformulaaprovacaofrequencia,valornotamaxima,datainicialperiodoaula,datafinalperiodoaula,stcalcdisccomputilizaformulafn,datalimitedigitacaonota,numerodiasletivos,stdispensarnotaautomatica,tipodispensaautomatica,stconfirmardispensaautomatica,situacaoreprovadofrequencia,situacaoaprovado,situacaoreprovado,stfasenotasemprecalcular,tipoinformada,stpermiteprofessorimportarpadraoavaliacao,stpermiteprofessorinserireditaravaliacao,stpermiteprofessorinserirbloco,iddisciplina_y,idturma_y,idaluno,nota01,nota02,nota03,nota04,nota05,nota06,nota07,nota08,nota09,nota10,idformulacomposicao,stnotaconfirmada,notafase,faltas,quantaulasdadas,_nota01,stnotafaseexibirdisp,idfasenotaaluno,dt_pst
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,240,634,,,,,,,,,,,55.0,false,,0.0,,,false,18862,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,240,649,,,,,,,,,,,55.0,false,,0.0,,,false,18863,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,240,665,,,,,,,,,,,55.0,false,,0.0,,,false,18864,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,240,668,,,,,,,,,,,55.0,false,,0.0,,,false,18865,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,240,672,,,,,,,,,,,55.0,false,,0.0,,,false,18866,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,240,680,,,,,,,,,,,55.0,false,,0.0,,,false,18867,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,240,714,,,,,,,,,,,55.0,false,,0.0,,,false,18868,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,240,720,,,,,,,,,,,55.0,false,,0.0,,,false,18869,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,240,895,,,,,,,,,,,55.0,false,,0.0,,,false,18870,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,240,901,,,,,,,,,,,55.0,false,,0.0,,,false,18871,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,240,935,,,,,,,,,,,55.0,false,,0.0,,,false,18872,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,240,974,,,,,,,,,,,55.0,false,,0.0,,,false,18873,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,240,1043,,,,,,,,,,,55.0,false,,0.0,,,false,18874,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,598,,,,,,,,,,,55.0,false,,0.0,,,false,18875,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,599,,,,,,,,,,,55.0,false,,0.0,,,false,18876,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,649,,,,,,,,,,,55.0,false,,0.0,,,false,18877,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,665,,,,,,,,,,,55.0,false,,0.0,,,false,18878,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,668,,,,,,,,,,,55.0,false,,0.0,,,false,18879,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,672,,,,,,,,,,,55.0,false,,0.0,,,false,18880,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,680,,,,,,,,,,,55.0,false,,0.0,,,false,18881,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,714,,,,,,,,,,,55.0,false,,0.0,,,false,18882,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,720,,,,,,,,,,,55.0,false,,0.0,,,false,18883,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,895,,,,,,,,,,,55.0,false,,0.0,,,false,18884,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,901,,,,,,,,,,,55.0,false,,0.0,,,false,18885,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,935,,,,,,,,,,,55.0,false,,0.0,,,false,18886,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,974,,,,,,,,,,,55.0,false,,0.0,,,false,18887,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,240,1043,,,,,,,,,,,55.0,false,,0.0,,,false,18888,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,241,676,4.13,,,,,,,,,,55.0,true,4.5,0.0,,,false,18889,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,241,886,4.13,,,,,,,,,,55.0,true,4.5,0.0,,,false,18890,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,241,888,3.5,,,,,,,,,,55.0,true,3.5,0.0,,,false,18891,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,241,893,7.3,,,,,,,,,,55.0,true,7.5,0.0,,,false,18892,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,241,903,2.6,,,,,,,,,,55.0,true,3.0,0.0,,,false,18893,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,241,926,1.75,,,,,,,,,,55.0,true,2.0,0.0,,,false,18894,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,241,939,0.0,,,,,,,,,,55.0,true,0.0,0.0,,,false,18895,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,241,966,0.5,,,,,,,,,,55.0,true,0.5,0.0,,,false,18896,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,241,1066,0.0,,,,,,,,,,55.0,true,0.0,0.0,,,false,18897,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,147,614,6.0,,,,,,,,,,55.0,true,6.0,0.0,,,false,18976,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,147,625,7.0,,,,,,,,,,55.0,true,7.0,0.0,,,false,18977,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,147,1063,5.0,,,,,,,,,,55.0,true,5.0,0.0,,,false,18978,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,147,1259,,,,,,,,,,,55.0,false,,0.0,,,false,18979,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,147,614,7.5,,,,,,,,,,55.0,true,7.5,0.0,,,false,18998,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,147,625,7.5,,,,,,,,,,55.0,true,7.5,0.0,,,false,18999,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,412,600,5.0,,,,,,,,,,55.0,true,5.0,0.0,,,false,19000,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,412,684,6.5,,,,,,,,,,55.0,true,6.5,0.0,,,false,19002,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,412,906,6.0,,,,,,,,,,55.0,true,6.0,0.0,,,false,19003,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,147,909,4.0,,,,,,,,,,55.0,true,4.0,0.0,,,false,19004,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,240,923,6.0,,,,,,,,,,55.0,true,6.0,0.0,,,false,19005,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,412,936,5.0,,,,,,,,,,55.0,true,5.0,0.0,,,false,19006,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,412,951,6.5,,,,,,,,,,55.0,true,6.5,0.0,,,false,19007,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,412,954,7.5,,,,,,,,,,55.0,true,7.5,0.0,,,false,19008,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,412,1028,6.0,,,,,,,,,,55.0,true,6.0,0.0,,,false,19009,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,412,1039,7.0,,,,,,,,,,55.0,true,7.0,0.0,,,false,19010,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,412,1047,5.5,,,,,,,,,,55.0,true,5.5,0.0,,,false,19011,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,147,1051,6.5,,,,,,,,,,55.0,true,6.5,0.0,,,false,19012,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,240,1059,5.0,,,,,,,,,,55.0,true,5.0,0.0,,,false,19013,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,412,1060,5.0,,,,,,,,,,55.0,true,5.0,0.0,,,false,19014,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,4,412,1062,6.0,,,,,,,,,,55.0,true,6.0,0.0,,,false,19015,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,148,630,,,,,,,,,,,55.0,false,,0.0,,,false,19042,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,148,681,,,,,,,,,,,55.0,false,,0.0,,,false,19043,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,148,761,,,,,,,,,,,55.0,false,,0.0,,,false,19044,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,148,812,,,,,,,,,,,55.0,false,,0.0,,,false,19045,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,148,819,,,,,,,,,,,55.0,false,,0.0,,,false,19046,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,148,878,,,,,,,,,,,55.0,false,,0.0,,,false,19047,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,148,965,,,,,,,,,,,55.0,false,,0.0,,,false,19048,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,148,1013,,,,,,,,,,,55.0,false,,0.0,,,false,19049,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,148,1016,,,,,,,,,,,55.0,false,,0.0,,,false,19050,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,16,148,1132,,,,,,,,,,,55.0,false,,0.0,,,false,19051,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,148,681,,,,,,,,,,,55.0,false,,0.0,,,false,19052,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,148,761,,,,,,,,,,,55.0,false,,0.0,,,false,19053,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,148,812,,,,,,,,,,,55.0,false,,0.0,,,false,19054,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,148,819,,,,,,,,,,,55.0,false,,0.0,,,false,19055,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,148,878,,,,,,,,,,,55.0,false,,0.0,,,false,19056,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,148,965,,,,,,,,,,,55.0,false,,0.0,,,false,19057,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,148,1013,,,,,,,,,,,55.0,false,,0.0,,,false,19058,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,148,1016,,,,,,,,,,,55.0,false,,0.0,,,false,19059,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,18,148,1132,,,,,,,,,,,55.0,false,,0.0,,,false,19060,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,149,623,5.0,,,,,,,,,,55.0,true,5.0,0.0,,,false,19061,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,149,722,7.5,,,,,,,,,,55.0,true,7.5,0.0,,,false,19062,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,153,729,3.0,,,,,,,,,,55.0,true,3.0,0.0,,,false,19063,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,149,820,8.0,,,,,,,,,,55.0,true,8.0,0.0,,,false,19064,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,149,932,5.0,,,,,,,,,,55.0,true,5.0,0.0,,,false,19065,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,149,960,6.0,,,,,,,,,,55.0,true,6.0,0.0,,,false,19066,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,149,962,0.0,,,,,,,,,,55.0,true,0.0,0.0,,,false,19067,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,149,994,5.0,,,,,,,,,,55.0,true,5.0,0.0,,,false,19068,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,149,997,7.5,,,,,,,,,,55.0,true,7.5,0.0,,,false,19069,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,149,998,8.0,,,,,,,,,,55.0,true,8.0,0.0,,,false,19070,2025-02-09
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,false,false,false,false,true,false,55.0,,5.0,,50.0,,135.0,,,1,,false,,10.0,,,false,,,false,,false,,,R,false,FormulaComposicao,true,true,true,1,149,1007,3.5,,,,,,,,,,55.0,true,3.5,0.0,,,false,19071,2025-02-09
