nome,instituicao_ensino_aluno,idade_aluno,anos_pm,fase,ponto_virada,inde,inde_conceito,pedra,destaque_ieg,destaque_ida,destaque_ipv,iaa,ieg,ips,ida,ipp,ipv,ian,ano,dt_pst
ALUNO-535,Escola Pública,14,1,1M,Não,6.958335,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,8.5,5.625,7.5,5.625,7.416665,2.5,2020,2025-01-19
ALUNO-540,Escola Pública,12,2,1G,Não,7.482502,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.1,7.5,7,8.125,7.75,5,2020,2025-01-19
ALUNO-541,Escola Pública,13,1,3F,Sim,9.098057333333333,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.9,6.875,9.666666666666666,7.916666666666667,8.944446666666666,10,2020,2025-01-19
ALUNO-544,Escola Pública,12,1,2R,Não,6.706112,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,7.6,3.75,5.5,7.5,7.555549999999998,5,2020,2025-01-19
ALUNO-545,Escola Pública,10,0,1J,Não,6.742502000000001,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,6.9,7.5,5,7.291666666666667,7.666666666666666,5,2020,2025-01-19
ALUNO-546,Escola Pública,18,2,5L,Não,4.928614333333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33335,5.4,3.125,4.666666666666667,5.416666666666667,4.888896666666667,2.5,2020,2025-01-19
ALUNO-547,Escola Pública,14,2,4L,Não,7.275557333333333,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,6.6,5,6,8.333333333333332,7.944450000000002,10,2020,2025-01-19
ALUNO-549,Escola Pública,13,3,3M,Não,4.5827085,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.50001,1.7,4.375,0,7.96875,6.2916625,10,2020,2025-01-19
ALUNO-552,Escola Pública,12,1,2P,Não,5.7302773333333334,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0,8.7,6.875,3,7.916666666666668,7.055553333333332,5,2020,2025-01-19
ALUNO-555,Escola Pública,10,1,1J,Não,7.816668666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,9.5,7.5,7.5,7.5,7.833333333333333,5,2020,2025-01-19
ALUNO-557,Escola Pública,12,2,2M,Não,7.702085,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.5,6.25,7.5,8.4375,7.916665,5,2020,2025-01-19
ALUNO-560,Escola Pública,10,1,1N,Não,6.8558346666666665,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.91668,5.3,7.5,7.5,6.875,7.333333333333333,5,2020,2025-01-19
ALUNO-561,Escola Pública,13,1,3F,Não,6.0124986666666675,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,5.5,7.5,1.1666666666666667,8.125,6.833326666666666,10,2020,2025-01-19
ALUNO-562,Escola Pública,9,1,2L,Não,8.356669333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,9.7,7.5,6.25,9.166666666666666,8.500003333333334,10,2020,2025-01-19
ALUNO-564,Escola Pública,13,1,3A,Não,7.288543499999999,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.58335,4,5,9,7.96875,7.1666675,10,2020,2025-01-19
ALUNO-568,Escola Pública,15,3,3F,Não,7.724721333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,9.7,7.5,7.333333333333333,8.125,7.111103333333333,5,2020,2025-01-19
ALUNO-569,Escola Pública,8,0,0B,Sim,9.233336,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,10,7.5,10,7.5,8.91667,10,2020,2025-01-19
ALUNO-570,Escola Pública,11,1,1R,Não,7.682224000000001,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,6.3,7.5,10,7.5,7.61111,5,2020,2025-01-19
ALUNO-574,Escola Pública,16,1,5G,Não,7.638334333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,8.4,6.875,7.666666666666667,8.125,7.33333,5,2020,2025-01-19
ALUNO-577,Escola Pública,10,1,1K,Não,5.295835333333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.50002,5,7.5,0,7.291666666666667,7.833333333333333,5,2020,2025-01-19
ALUNO-579,Escola Pública,10,3,2H,Sim,7.841669,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,8.5,6.25,6.5,5,9.083335,10,2020,2025-01-19
ALUNO-581,Escola Pública,16,2,4B,Não,4.741112333333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,1.9,7.5,0,7.916666666666668,7.222223333333334,5,2020,2025-01-19
ALUNO-583,Escola Pública,14,1,4E,Não,7.424375833333333,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.08334,6.2,6.875,7.666666666666667,7.96875,7.2916675,10,2020,2025-01-19
ALUNO-585,Escola Pública,15,2,1E,Não,6.519446,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,8,4.375,6,5.208333333333333,8.055553333333332,2.5,2020,2025-01-19
ALUNO-586,Escola Pública,10,0,1K,Não,7.982502,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.1,7.5,10,7.291666666666667,7.666666666666666,5,2020,2025-01-19
ALUNO-588,Escola Pública,8,1,0E,Não,8.664586,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,10,7.5,7.5,7.8125,8.16667,10,2020,2025-01-19
ALUNO-589,Escola Pública,11,1,1J,Não,7.393334666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.41668,8.3,7.5,8,5.416666666666666,7.5,5,2020,2025-01-19
ALUNO-594,Escola Pública,11,0,1K,Não,7.965557333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,8.8,6.875,9,7.291666666666667,7.944443333333333,5,2020,2025-01-19
ALUNO-597,Escola Pública,17,1,7B,Não,5.838957500000001,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.24999,3.7,5.625,5.5,5.78125,6.1666675,10,2020,2025-01-19
ALUNO-598,Escola Pública,16,1,4E,Não,6.027084833333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,7,7.5,1.6666666666666667,7.1875,6.8333325,5,2020,2025-01-19
ALUNO-599,UNISA,18,1,8A,,6.566667000000001,C,Ágata,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,7.91667,0,6.875,8.5,0,0,10,2020,2025-01-19
ALUNO-601,Escola Pública,16,1,6B,Não,5.283540833333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,5.1,6.875,2.6666666666666665,7.34375,6.5416625,10,2020,2025-01-19
ALUNO-602,Escola Pública,11,1,0D,Não,6.1987499999999995,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,3.4999800000000003,9.4,4.375,8,7.8125,3.2500099999999996,5,2020,2025-01-19
ALUNO-603,Escola Pública,13,2,1R,Não,6.068611666666667,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.33335,8.1,5,3,6.041666666666667,8.05555,5,2020,2025-01-19
ALUNO-604,Rede Decisão/União,17,2,7B,Não,8.470210166666668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,9.7,7.5,7.333333333333333,7.96875,8.208337499999999,10,2020,2025-01-19
ALUNO-605,Escola Pública,13,3,2E,Não,7.342223333333333,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,7.1,7.5,8,7.5,7.111106666666665,5,2020,2025-01-19
ALUNO-606,Escola Pública,17,2,5F,Não,7.556458833333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,9.6,6.25,6.666666666666667,7.03125,7.7916625,5,2020,2025-01-19
ALUNO-608,Escola Pública,14,3,4A,Não,7.580834333333334,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,6.3,6.875,7,8.749999999999998,7.833336666666668,10,2020,2025-01-19
ALUNO-609,UNISA,18,0,8A,,6.570001,C,Ágata,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,8.75001,0,6.875,8.3,0,0,10,2020,2025-01-19
ALUNO-611,Rede Decisão/União,17,4,7A,Não,7.457292333333335,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,8.5,5.625,5.666666666666667,7.03125,7.20833,10,2020,2025-01-19
ALUNO-613,Escola Pública,11,2,1J,Não,6.560557333333334,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.4,5,4,5.416666666666666,7.944443333333333,5,2020,2025-01-19
ALUNO-614,Escola Pública,16,2,6B,Não,5.504166166666667,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,3,6.875,5.333333333333333,7.5,6.9999975,10,2020,2025-01-19
ALUNO-615,Escola Pública,8,1,0B,Sim,9.616671,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10,7.5,10,10,9.833345,10,2020,2025-01-19
ALUNO-616,Escola Pública,18,1,7B,Não,7.748336,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000020000000001,8.7,7.5,6,8.75,8.41667,5,2020,2025-01-19
ALUNO-618,Escola Pública,16,3,2G,Não,4.515278666666667,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,4,4.375,0,6.666666666666666,7.055549999999999,2.5,2020,2025-01-19
ALUNO-619,Escola Pública,10,1,2N,Não,7.741390666666668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.7,7.5,4.5,7.291666666666667,7.61111,10,2020,2025-01-19
ALUNO-622,Escola Pública,12,2,3H,Não,6.487222666666668,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,4.2,7.5,5.333333333333333,7.083333333333334,5.611103333333335,10,2020,2025-01-19
ALUNO-624,Escola Pública,15,1,3H,Não,5.227220000000001,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,3.4,2.5,6.666666666666667,6.249999999999999,5.444433333333334,5,2020,2025-01-19
ALUNO-625,Escola Pública,12,1,1F,Não,5.785002,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,7.3,6.25,0,7.5,8,5,2020,2025-01-19
ALUNO-626,Escola Pública,13,3,3M,Não,7.048958833333334,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,6,7.5,5.666666666666667,7.65625,7.0416675,10,2020,2025-01-19
ALUNO-629,FIAP,19,2,8A,,7.016667999999999,C,Ágata,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,9.16668,0,7.5,9,0,0,10,2020,2025-01-19
ALUNO-630,FIAP,18,2,8A,,6.890001000000001,C,Ágata,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,8.75001,0,6.875,9.1,0,0,10,2020,2025-01-19
ALUNO-631,Escola Pública,12,2,2R,Não,6.277778666666666,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.5,3.125,3.5,6.041666666666667,7.555549999999998,5,2020,2025-01-19
ALUNO-634,Escola João Paulo II,12,2,1D,Não,6.1470839999999995,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.9166799999999995,7.1,4.375,7.5,2.8125,6.58333,5,2020,2025-01-19
ALUNO-635,Escola Pública,15,3,5G,Não,6.004582666666666,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.25001,6.7,4.375,4.333333333333333,7.1875,5.083325,10,2020,2025-01-19
ALUNO-636,Escola Pública,16,1,5A,Não,5.708056666666667,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.08334,3.7,7.5,6,6.875,5.611113333333333,5,2020,2025-01-19
ALUNO-638,Escola Pública,13,1,1G,Não,6.906668,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9.2,5,8.5,2.5,6.08333,5,2020,2025-01-19
ALUNO-639,Escola Pública,11,1,2F,Não,6.067778,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91668,5.7,7.5,1.5,7.083333333333333,6.888883333333332,10,2020,2025-01-19
ALUNO-640,Escola Pública,18,1,7B,Não,7.159376333333334,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,8,7.5,4.666666666666667,8.59375,8.41667,5,2020,2025-01-19
ALUNO-642,Escola Pública,9,1,1N,Não,8.003890666666667,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.50002,6.7,7.5,10,7.083333333333334,7.277776666666666,10,2020,2025-01-19
ALUNO-644,Escola Pública,10,2,1B,Sim,8.626253,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.6,8.75,10,7.8125,9.000005,5,2020,2025-01-19
ALUNO-645,Escola Pública,8,0,0A,Não,8.600003000000001,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10,7.5,9.5,7.5,6.500005,10,2020,2025-01-19
ALUNO-646,Escola Pública,11,1,2D,Não,7.811252000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,8.4,7.5,8.5,5.3125,6.75,10,2020,2025-01-19
ALUNO-647,Escola Pública,11,2,1R,Não,7.201112666666667,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.2,5,7.5,6.666666666666667,7.722219999999999,5,2020,2025-01-19
ALUNO-648,Escola Pública,12,1,3H,Não,6.569166666666667,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.9166799999999995,6.2,7.5,5,6.875000000000001,5.499993333333334,10,2020,2025-01-19
ALUNO-655,Escola Pública,8,0,1R,Não,8.470279333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,9.4,7.5,9,6.458333333333334,7.722219999999999,10,2020,2025-01-19
ALUNO-657,Escola Pública,11,1,2P,Não,8.776947333333334,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.6,7.5,8.5,8.958333333333332,8.055560000000002,10,2020,2025-01-19
ALUNO-659,Escola Pública,11,1,3B,Não,5.8327085,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,5.7,7.5,0,7.34375,7.0833325,10,2020,2025-01-19
ALUNO-661,Rede Decisão/União,17,3,7B,Não,8.261668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.1,7.5,7,7.5,8.125,10,2020,2025-01-19
ALUNO-663,Escola Pública,10,2,1D,Não,7.377085000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,8.5,6.25,9,4.6875,6.916665,5,2020,2025-01-19
ALUNO-664,Rede Decisão/União,15,1,4A,Sim,9.219448333333334,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.583350000000001,10,10,9.333333333333334,9.166666666666666,9.8889,5,2020,2025-01-19
ALUNO-666,Escola Pública,17,2,7A,Não,3.831041,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,5.8333200000000005,0.4,7.5,0,4.84375,4.66667,10,2020,2025-01-19
ALUNO-668,Escola Pública,10,0,1K,Não,7.728335333333334,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,7.1,7.5,9,7.916666666666668,7.833333333333333,5,2020,2025-01-19
ALUNO-670,Escola Pública,16,0,5A,Sim,8.195835666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,7.5,9.375,8,9.166666666666666,9.33334,5,2020,2025-01-19
ALUNO-671,Escola Pública,10,2,1E,Não,7.561112,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,6,7.5,10,7.5,7.555549999999998,5,2020,2025-01-19
ALUNO-672,Escola Pública,9,2,1M,Não,7.709585000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.6,6.25,4.5,7.8125,7.916665,10,2020,2025-01-19
ALUNO-676,Escola Pública,16,2,5A,Não,3.925834666666667,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,4.58334,1.9,3.75,0,8.125,7.000003333333334,5,2020,2025-01-19
ALUNO-677,Escola Pública,10,1,1A,Não,7.75542,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,9.1,6.25,9,3.4375,8.58334,5,2020,2025-01-19
